date,crop,model,horizon,forecast
2026-02-01,Walnut,ETS,5,2.6359124241045717
2026-02-08,Walnut,ETS,6,2.2593535063753465
2026-02-15,Walnut,ETS,7,3.012471341833796
2026-02-22,Walnut,ETS,8,3.012471341833796
2026-03-01,Walnut,ETS,9,2.2593535063753465
2026-03-08,Walnut,ETS,10,2.2593535063753465
2026-03-15,Walnut,ETS,11,2.6359124241045717
2026-03-22,Walnut,ETS,12,2.6359124241045717
2026-03-29,Walnut,ETS,13,2.6359124241045717
2026-01-04,Coconut,ETS,1,13.213647501159834
2026-01-11,Coconut,ETS,2,12.836114715412412
2026-01-18,Coconut,ETS,3,13.213647501159834
2026-01-25,Coconut,ETS,4,12.836114715412412
2026-02-01,Coconut,ETS,5,13.213647501159834
2026-02-08,Coconut,ETS,6,13.968713072654682
2026-02-15,Coconut,ETS,7,14.346245858402105
2026-02-22,Coconut,ETS,8,14.346245858402105
2026-03-01,Coconut,ETS,9,13.591180286907257
2026-03-08,Coconut,ETS,10,15.101311429896954
2026-03-15,Coconut,ETS,11,14.346245858402105
2026-03-22,Coconut,ETS,12,14.723778644149528
2026-03-29,Coconut,ETS,13,15.101311429896954
2026-01-04,Coriander,ETS,1,2.6359124241045717
2026-01-11,Coriander,ETS,2,2.6359124241045717
2026-01-18,Coriander,ETS,3,3.012471341833796
2026-01-25,Coriander,ETS,4,2.6359124241045717
2026-02-01,Coriander,ETS,5,2.6359124241045717
2026-02-08,Coriander,ETS,6,2.6359124241045717
2026-02-15,Coriander,ETS,7,2.6359124241045717
2026-02-22,Coriander,ETS,8,2.6359124241045717
2026-03-01,Coriander,ETS,9,2.6359124241045717
2026-03-08,Coriander,ETS,10,3.012471341833796
2026-03-15,Coriander,ETS,11,3.012471341833796
2026-03-22,Coriander,ETS,12,3.012471341833796
2026-03-29,Coriander,ETS,13,3.012471341833796
2026-01-04,Basil,ETS,1,2.6359124241045717
2026-01-11,Basil,ETS,2,2.2593535063753465
2026-01-18,Basil,ETS,3,2.2593535063753465
2026-01-25,Basil,ETS,4,2.2593535063753465
2026-02-01,Basil,ETS,5,2.6359124241045717
2026-02-08,Basil,ETS,6,2.2593535063753465
2026-02-15,Basil,ETS,7,3.012471341833796
2026-02-22,Basil,ETS,8,2.6359124241045717
2026-03-01,Basil,ETS,9,2.6359124241045717
2026-03-08,Basil,ETS,10,2.6359124241045717
2026-03-15,Basil,ETS,11,2.6359124241045717
2026-03-22,Basil,ETS,12,2.6359124241045717
2026-03-29,Basil,ETS,13,3.012471341833796
2026-01-04,Parsley,ETS,1,1.476357123395318
2026-01-11,Parsley,ETS,2,1.1072678425464884
2026-01-18,Parsley,ETS,3,1.1072678425464884
2026-01-25,Parsley,ETS,4,1.1072678425464884
2026-02-01,Parsley,ETS,5,1.476357123395318
2026-02-08,Parsley,ETS,6,1.1072678425464884
2026-02-15,Parsley,ETS,7,1.1072678425464884
2026-02-22,Parsley,ETS,8,1.1072678425464884
2026-03-01,Parsley,ETS,9,1.1072678425464884
2026-03-08,Parsley,ETS,10,1.1072678425464884
2026-03-15,Parsley,ETS,11,1.1072678425464884
2026-03-22,Parsley,ETS,12,1.1072678425464884
2026-03-29,Parsley,ETS,13,1.1072678425464884
2026-01-04,Onion,ETS,1,14.39448195310435
2026-01-11,Onion,ETS,2,13.65630339140669
2026-01-18,Onion,ETS,3,12.549035548860202
2026-01-25,Onion,ETS,4,11.441767706313714
2026-02-01,Onion,ETS,5,11.810856987162545
2026-02-08,Onion,ETS,6,11.441767706313714
2026-02-15,Onion,ETS,7,11.810856987162545
2026-02-22,Onion,ETS,8,12.179946268011374
2026-03-01,Onion,ETS,9,12.179946268011374
2026-03-08,Onion,ETS,10,12.179946268011374
2026-03-15,Onion,ETS,11,11.810856987162545
2026-03-22,Onion,ETS,12,11.441767706313714
2026-03-29,Onion,ETS,13,11.441767706313714
2026-01-04,Garlic,ETS,1,12.011969989365111
2026-01-11,Garlic,ETS,2,11.636595927197453
2026-01-18,Garlic,ETS,3,11.636595927197453
2026-01-25,Garlic,ETS,4,11.636595927197453
2026-02-01,Garlic,ETS,5,11.261221865029793
2026-02-08,Garlic,ETS,6,10.885847802862132
2026-02-15,Garlic,ETS,7,10.885847802862132
2026-02-22,Garlic,ETS,8,10.135099678526814
2026-03-01,Garlic,ETS,9,10.510473740694472
2026-03-08,Garlic,ETS,10,10.885847802862132
2026-03-15,Garlic,ETS,11,10.510473740694472
2026-03-22,Garlic,ETS,12,10.510473740694472
2026-03-29,Garlic,ETS,13,10.885847802862132
2026-01-04,Spinach,ETS,1,5.255236870347236
2026-01-11,Spinach,ETS,2,6.0059849946825565
2026-01-18,Spinach,ETS,3,5.630610932514896
2026-01-25,Spinach,ETS,4,5.255236870347236
2026-02-01,Spinach,ETS,5,5.255236870347236
2026-02-08,Spinach,ETS,6,5.630610932514896
2026-02-15,Spinach,ETS,7,5.255236870347236
2026-02-22,Spinach,ETS,8,5.630610932514896
2026-03-01,Spinach,ETS,9,4.879862808179577
2026-03-08,Spinach,ETS,10,4.879862808179577
2026-03-15,Spinach,ETS,11,5.255236870347236
2026-03-22,Spinach,ETS,12,5.255236870347236
2026-03-29,Spinach,ETS,13,5.255236870347236
