group,seam,crop,n_overlap,factor,median_abs_rel,p90_abs_rel,mean_signed_rel
g2,p08,potato,27,0.4567778245221231,0.15379641052688764,0.6924071789462247,0.011719823439018577
g2,p08,bell pepper,27,0.4567778245221231,0.032910183459300156,0.06295304895499941,-0.00038945137656446355
g2,p09,cucumber,27,0.4566434776982683,0.0002941185334365692,0.0002941185334366774,-0.000766663913675271
g2,p09,strawberry,27,0.4566434776982683,0.0002941185334366327,0.00029411853343668844,-0.0003649760194139588
g2,p09,tomato,27,0.4566434776982683,0.00029411853343666176,0.0002941185334367568,7.558489687262972e-05
g2,p09,potato,27,0.4566434776982683,0.0002941185334366386,0.0002941185334366386,0.025343049213311958
g2,p09,bell pepper,27,0.4566434776982683,0.0002941185334366386,0.00029411853343677116,0.0002777246114041652
g2,p10,cucumber,27,0.4336636068998314,0.05032344032212601,0.07516953363530736,-0.015687162488842513
g2,p10,strawberry,27,0.4336636068998314,0.005539886717748942,0.028293262705120607,0.0010056664262346885
g2,p10,tomato,27,0.4336636068998314,0.007232714809866387,0.017575972747026866,0.00035159068230129146
g2,p10,potato,27,0.4336636068998314,0.05032344032212601,0.05032344032212601,-0.015160579499870359
g2,p10,bell pepper,27,0.4336636068998314,0.0360107923758626,0.05032344032212611,0.01005532074330628
g2,p11,cucumber,27,0.43366832942304556,1.0889830594528191e-05,1.0889830594579393e-05,-0.0018529615892523906
g2,p11,strawberry,27,0.43366832942304556,1.0889830594556636e-05,1.0889830594626657e-05,-0.0003236751134154126
g2,p11,tomato,27,0.43366832942304556,1.0889830594543251e-05,1.0889830594598012e-05,0.00015695777899045682
g2,p11,potato,27,0.43366832942304556,1.0889830594528191e-05,1.0889830594528191e-05,-0.0018529615892523708
g2,p11,bell pepper,27,0.43366832942304556,1.0889830594491618e-05,1.0889830594626657e-05,0.002055214960108647
g2,p12,cucumber,27,0.5479238239167595,0.05240286168858584,0.0975265349415102,-0.00730071716915161
g2,p12,strawberry,27,0.5479238239167595,0.011202986109828651,0.0373616372709442,-0.003491293965321615
g2,p12,tomato,27,0.5479238239167595,0.018921654098294844,0.026563566504032025,0.005869203346540003
g2,p12,potato,27,0.5479238239167595,0.2634628510818856,0.3682685744590572,-0.009507008390259645
g2,p12,bell pepper,27,0.5479238239167595,0.033742332703361015,0.06462898024122662,0.00997052492028613
g2,p13,cucumber,27,0.5484875669682115,0.0010288712168457536,0.0010288712168457536,-0.00258693904930944
g2,p13,strawberry,27,0.5484875669682115,0.0010288712168457534,0.0010288712168458184,-1.3144194521266155e-05
g2,p13,tomato,27,0.5484875669682115,0.0010288712168457536,0.0010288712168458616,8.980759967028929e-05
g2,p13,potato,27,0.5484875669682115,0.0010288712168457536,0.0010288712168457536,-0.012624738982983394
g2,p13,bell pepper,27,0.5484875669682115,0.0010288712168457534,0.0010288712168457536,0.0014281809241601354
g2,p14,cucumber,27,0.5333147521049569,0.02766300601328672,0.12050263116564118,0.01103030087663769
