MASE,RMSSE,MAE,RMSE,sMAPE,Pearson,Spearman,model,fold,crop,horizon,n
0.1755979524868958,0.17532270251248508,1.4678445327716199,1.8241946784813896,13.305497195179514,0.27598665208175965,0.3834866988149885,SeasonalNaive,0,Coconut,13,112
1.3777165670341067,1.220355882766177,0.3745145993774911,0.5032589496717619,15.761199485290755,0.22424704217770605,0.06518992329665699,SeasonalNaive,0,Coriander,13,112
1.0991800955949373,0.9558051642317338,0.3687125798129301,0.4557895091952995,15.57578995036988,0.6027380876638999,0.6147387430641338,SeasonalNaive,0,Basil,13,112
1.3057335838833868,1.1040766250089469,0.23992035666970243,0.29887213773807053,22.63635059421416,0.11573892943350284,0.08220977687094386,SeasonalNaive,0,Parsley,13,112
1.6465133545327215,1.4954762232853953,1.6966646141976829,2.148172544867199,19.66461055036984,-0.02516430452418983,-0.11956277660359896,SeasonalNaive,0,Onion,13,112
1.1216122905157566,1.11210801782253,1.3323057160849856,1.9555960468035036,14.667802524970528,-0.15367818953202672,-0.11729079478646753,SeasonalNaive,0,Garlic,13,112
1.3924901356466641,1.282235493302006,0.7492673215109374,0.963456821824099,15.692124955202376,0.2064598416381553,0.03411480678575755,SeasonalNaive,0,Spinach,13,112
0.12875744212069487,0.1740325784932976,0.19693907828678978,0.31845751795824373,5.474402511780256,0.8676733196778137,0.7621924591135294,Naive,0,Lime,1,112
1.1163229858875614,2.4667724752838813,0.8137759980424849,2.9369710779610263,11.300380833358162,0.33081218969271087,0.8021070026928234,Naive,0,Cabbage,1,112
0.45754031207039464,0.5736169395743234,0.7558358401324402,1.1817342771044017,8.07875705271501,0.7845241944514351,0.7817815998563159,Naive,0,Pineapple,1,112
0.21788770999832693,0.3091033046071426,0.5683179929944636,1.0254494045485647,10.259728614202483,0.5490132105758029,0.7205010891444039,Naive,0,Carrot,1,112
0.21304290119297445,0.33674568436197333,0.11942803801807789,0.22829665884593192,9.961489588052816,0.7588649666523335,0.6850741688485699,Naive,0,Blackberry,1,112
0.016269150520991642,0.0468702405007115,0.21081197139510555,0.7162017387284034,18.5089112299092,0.619207328221771,0.7867721611176848,Naive,0,Potato,1,112
0.1879363095005391,0.2328041201118053,0.3830375803578671,0.6686742608484197,6.124651193902596,0.7798247014589776,0.8337162544215456,Naive,0,Avocado,1,112
0.01563529065179367,0.08948307163119927,0.0012177073034238238,0.01071393003395201,0.2669013616722887,0.9745716148462377,0.9655560061922127,Naive,0,Chayote,1,112
0.4810875607759404,0.7884902924359575,0.7118230343425804,1.4906357639210033,7.902403600587235,0.39370101135619634,0.6459104780320012,Naive,0,Peanut,1,112
